frame,timestamp,fps,decision,mean_risk,max_risk,collision_risk,has_close_high_risk
1,2026-03-20 13:03:50,0.82,0,0.0,0.0,0.0,0
2,2026-03-20 13:03:50,3.14,0,0.0,0.0,0.0,0
3,2026-03-20 13:03:50,5.63,0,0.0,0.0,0.0,0
4,2026-03-20 13:03:51,5.2,0,0.0,0.0,0.0,0
5,2026-03-20 13:03:51,5.29,0,0.0,0.0,0.0,0
6,2026-03-20 13:03:51,5.27,0,0.0,0.0,0.0,0
7,2026-03-20 13:03:51,5.23,0,0.0,0.0,0.0,0
8,2026-03-20 13:03:51,4.7,0,0.0,0.0,0.0,0
9,2026-03-20 13:03:52,5.2,0,0.0,0.0,0.0,0
10,2026-03-20 13:03:52,5.29,0,0.0,0.0,0.0,0
11,2026-03-20 13:03:52,5.21,0,0.0,0.0,0.0,0
12,2026-03-20 13:03:52,5.15,0,0.0,0.0,0.0,0
13,2026-03-20 13:03:52,5.41,0,0.0,0.0,0.0,0
14,2026-03-20 13:03:53,5.36,0,0.0042,1.2,0.0035,1
15,2026-03-20 13:03:53,5.18,0,0.0045,1.2,0.0037,0
16,2026-03-20 13:03:53,5.24,0,0.0045,1.2,0.0037,1
17,2026-03-20 13:03:53,5.3,0,0.0,0.0,0.0,0
18,2026-03-20 13:03:53,5.27,0,0.0,0.0,0.0,0
19,2026-03-20 13:03:54,5.34,0,0.0,0.0,0.0,0
20,2026-03-20 13:03:54,5.26,0,0.0,0.0,0.0,0
21,2026-03-20 13:03:54,5.44,0,0.0,0.0,0.0,0
22,2026-03-20 13:03:54,5.19,0,0.0,0.0,0.0,0
23,2026-03-20 13:03:54,5.29,0,0.0,0.0,0.0,0
24,2026-03-20 13:03:54,5.31,0,0.0,0.0,0.0,0
25,2026-03-20 13:03:55,5.3,0,0.0,0.0,0.0,0
26,2026-03-20 13:03:55,5.23,0,0.0,0.0,0.0,0
27,2026-03-20 13:03:55,4.94,0,0.0005,1.2,0.0004,0
28,2026-03-20 13:03:55,5.2,0,0.0005,1.2,0.0004,0
29,2026-03-20 13:03:55,5.19,0,0.0005,1.2,0.0004,0
30,2026-03-20 13:03:56,5.13,0,0.0023,1.2,0.002,0
31,2026-03-20 13:03:56,5.03,0,0.0026,1.2,0.0021,0
32,2026-03-20 13:03:56,5.13,0,0.0005,1.2,0.0004,0
33,2026-03-20 13:03:56,5.08,0,0.0,0.0,0.0,0
